 1.0 1.9405872
 1.0 1.9489958
 1.0 4.6814938
 1.0 1.9267731
 1.0 1.9363829
 1.0 4.713627
 1.0 1.9249712
 1.0 1.9781256
 1.0 4.606417
 1.0 1.9054512
 1.0 1.9009466
 1.0 4.6322436
 1.0 1.880826
 1.0 1.964912
 1.0 4.4403467
 1.0 1.9171631
 1.0 1.9760234
 1.0 5.2055306
 1.0 1.9616086
 1.0 1.8165601
 1.0 4.3832884
 1.0 1.8246684
 1.0 1.5883265
 1.0 4.576987
 1.0 1.8537983
 1.0 1.8021454
 1.0 4.269772
 1.0 1.8438882
 1.0 1.9177638
 1.0 4.1046033
 1.0 1.840885
 1.0 1.9976456
 1.0 4.357462
 1.0 2.004853
 1.0 2.0309796
 1.0 4.3439484
 2.0 1.9405872
 2.0 1.9489958
 2.0 4.6814938
 2.0 1.9267731
 2.0 1.9363829
 2.0 4.713627
 2.0 1.9249712
 2.0 1.9781256
 2.0 4.606417
 2.0 1.9054512
 2.0 1.9009466
 2.0 4.6322436
 2.0 1.880826
 2.0 1.964912
 2.0 4.4403467
 2.0 1.9171631
 2.0 1.9760234
 2.0 5.2055306
 2.0 1.9616086
 2.0 1.8165601
 2.0 4.3832884
 2.0 1.8246684
 2.0 1.5883265
 2.0 4.576987
 2.0 1.8537983
 2.0 1.8021454
 2.0 4.269772
 2.0 1.8438882
 2.0 1.9177638
 2.0 4.1046033
 2.0 1.840885
 2.0 1.9976456
 2.0 4.357462
 2.0 2.004853
 2.0 2.0309796
 2.0 4.3439484
 3.0 1.9405872
 3.0 1.9489958
 3.0 4.6814938
 3.0 1.9267731
 3.0 1.9363829
 3.0 4.713627
 3.0 1.9249712
 3.0 1.9781256
 3.0 4.606417
 3.0 1.9054512
 3.0 1.9009466
 3.0 4.6322436
 3.0 1.880826
 3.0 1.964912
 3.0 4.4403467
 3.0 1.9171631
 3.0 1.9760234
 3.0 5.2055306
 3.0 1.9616086
 3.0 1.8165601
 3.0 4.3832884
 3.0 1.8246684
 3.0 1.5883265
 3.0 4.576987
 3.0 1.8537983
 3.0 1.8021454
 3.0 4.269772
 3.0 1.8438882
 3.0 1.9177638
 3.0 4.1046033
 3.0 1.840885
 3.0 1.9976456
 3.0 4.357462
 3.0 2.004853
 3.0 2.0309796
 3.0 4.3439484
 4.0 1.9405872
 4.0 1.9489958
 4.0 4.6814938
 4.0 1.9267731
 4.0 1.9363829
 4.0 4.713627
 4.0 1.9249712
 4.0 1.9781256
 4.0 4.606417
 4.0 1.9054512
 4.0 1.9009466
 4.0 4.6322436
 4.0 1.880826
 4.0 1.964912
 4.0 4.4403467
 4.0 1.9171631
 4.0 1.9760234
 4.0 5.2055306
 4.0 1.9616086
 4.0 1.8165601
 4.0 4.3832884
 4.0 1.8246684
 4.0 1.5883265
 4.0 4.576987
 4.0 1.8537983
 4.0 1.8021454
 4.0 4.269772
 4.0 1.8438882
 4.0 1.9177638
 4.0 4.1046033
 4.0 1.840885
 4.0 1.9976456
 4.0 4.357462
 4.0 2.004853
 4.0 2.0309796
 4.0 4.3439484
 5.0 1.9405872
 5.0 1.9489958
 5.0 4.6814938
 5.0 1.9267731
 5.0 1.9363829
 5.0 4.713627
 5.0 1.9249712
 5.0 1.9781256
 5.0 4.606417
 5.0 1.9054512
 5.0 1.9009466
 5.0 4.6322436
 5.0 1.880826
 5.0 1.964912
 5.0 4.4403467
 5.0 1.9171631
 5.0 1.9760234
 5.0 5.2055306
 5.0 1.9616086
 5.0 1.8165601
 5.0 4.3832884
 5.0 1.8246684
 5.0 1.5883265
 5.0 4.576987
 5.0 1.8537983
 5.0 1.8021454
 5.0 4.269772
 5.0 1.8438882
 5.0 1.9177638
 5.0 4.1046033
 5.0 1.840885
 5.0 1.9976456
 5.0 4.357462
 5.0 2.004853
 5.0 2.0309796
 5.0 4.3439484
 6.0 1.9405872
 6.0 1.9489958
 6.0 4.6814938
 6.0 1.9267731
